Device_ID,Client_ID,Office_ID,BSOD_count,Hard_reset_count,Boot_Speed,Logon_Duration,CPU_Usage,Memory_Usage,System_Free_Space
1600040,1,476,0,1,206126,336268,0.001,0,412538355712
1600041,1,476,0,0,20248,18094,0,0,403253260288
1100042,1,31,0,1,43909,13334,0.009,0,173107970048
1200043,1,172,0,0,62246,11414,0.006,0.681,105214283776
1400044,1,124,0,21,132552,16562,0.005,0,183649689600
1100045,1,31,0,0,60832,47532,0.022,0.007,146064441344
1000046,1,640,0,2,71326,11257,0.003,0,166424674304
1400047,1,674,0,0,11076,17385,0.001,0.007,27846283264
1800048,1,628,0,0,239273,3699,0,0,467286577152
1700049,1,27,0,1,40695,6644,0.001,0,212190240768
1200050,1,732,0,2,158781,9498,0,0,431683301376
1200051,1,732,0,0,153739,11205,0,0,430914924544
1200052,1,732,0,19,13069,20117,0,0,435761168384
1200053,1,732,0,0,11498,224114,0.002,0,433792282624
1200054,1,732,0,19,130035,5305,0.001,0,430516400128
1600055,1,476,0,0,152105,9345,0.001,0,431981711360
1200056,1,732,0,0,152304,7011,0.001,0,427167899648
1200057,1,732,0,0,129357,6051,0.002,0,431635304448
1200058,1,732,0,15,172614,9084,0,0,434817200128
1400059,1,124,0,0,46817,13905,0.005,0,168087752704
1400060,1,124,0,0,183742,16408,0,0,190764363776
1000061,1,520,0,0,20044,15211,0.005,0,240205598720
1800062,1,388,0,1,63862,10151,0.004,0,163304988672
1000063,1,640,0,0,12338,18482,0.01,0,178646597632
1000064,1,640,0,0,29129,13106,0.006,0.002,194903621632
1200065,1,172,0,0,13156,17931,0.002,0,43888181248
1100066,1,31,0,20,14304,16622,0.007,0,173609308160
1800067,1,88,0,0,16026,18017,0.002,0,83651317760
1900068,1,729,0,19,11332,8421,0,0,170147172352
1200069,1,732,0,0,20573,12392,0,0,447340969984
1700070,1,27,0,0,9114,16020,0.002,0,49637769216
1600071,1,476,0,0,8931,19136,0,0,129237209088
1800072,1,628,0,19,15089,63420,0,0,162441125888
1900073,1,729,0,0,5742,9467,0,0,133034737664
1000074,1,640,0,0,13192,9628,0.034,0,141507813376
1100075,1,31,0,0,8609,15283,0.001,0.164,32558764032
1100076,1,341,0,0,13707,8775,0,0,118916898816
1100077,1,31,0,0,5918,11889,0,0,62900318208
1100078,1,341,0,0,7479,3479,0,0.105,198911066112
1100079,1,31,0,1,11702,27755,0.003,0,118996320256
1400080,1,124,1,1,15227,15083,0.003,0,120222818304
1600081,1,476,0,0,15869,14673,0.001,0,115807059968
1100082,1,341,0,0,13535,15243,0.001,0,198867525632
1700083,1,27,0,20,26495,15192,0.001,0,196840910848
1200084,1,732,0,0,8157,15589,0.001,0.01,40028094464
1100085,1,341,0,0,5766,9586,0,0,146873241600
1800086,1,388,0,0,11876,19500,0.005,0,100115185664
1800087,1,88,0,0,7674,28869,0.036,0,195541430272
1200088,1,172,0,0,13813,19536,0,0,1974644736
1600089,1,476,0,2,8663,19497,0.01,0,123726385152
1400090,1,124,0,0,9488,17217,0.004,0,47797575680
1200091,1,172,0,0,40776,16552,0.053,0.001,21891448832
1600092,1,476,0,1,8266,9130,0,0.002,179739955200
1700093,1,27,0,0,9014,16149,0.001,0,89951879168
1400094,1,124,0,0,10196,11769,0.006,0,135090221056
1800095,1,88,0,0,18749,15046,0,0,132279517184
1100096,1,341,0,0,14761,13807,0,0,10429059072
1100097,1,341,0,0,10582,7004,0.001,0,83005628416
1200098,1,172,0,0,31561,25432,0.011,0,182666346496
1600099,1,476,0,0,11236,21876,0,0,102874095616
1100100,1,341,0,0,32753,43934,0.003,0.032,166433435648
1800101,1,628,0,0,16468,17482,0,0,109454622720
1600102,1,476,0,0,10976,8648,0.055,0,11579908096
1100103,1,341,0,0,6508,13567,0,0,152797634560
1100104,1,341,0,0,10950,24910,0.001,0,152974352384
1600105,1,476,0,0,9641,25432,0,0,58089975808
1100106,1,31,0,0,22832,14734,0.004,0,183297622016
1700107,1,27,0,0,14779,14640,0,0,137335476224
1100108,1,31,0,1,13982,14657,0.002,0,196841775104
1700109,1,27,0,0,42036,16125,0,0,829957767168
1700110,1,27,0,0,17244,21882,0,0.064,146822184960
1400111,1,124,0,0,24617,19110,0.024,0,168813555712
1200112,1,172,0,0,9472,19959,0,0,26541277184
1700113,1,27,0,0,10920,13335,0,0,141980868608
1000114,1,640,0,21,7963,8505,0,0,377133756416
1000115,1,640,0,0,15999,10502,0.001,0,410941865984
1600116,1,476,0,0,108472,9518,0.001,0,177027936256
1800117,1,628,0,0,10341,12952,0,0.015,129732005888
1100118,1,31,0,1,6896,12809,0,0,137822068736
1100119,1,341,0,0,10487,10082,0,0.001,123102048256
1800120,1,388,0,19,22646,12409,0.001,0,150509043712
1800121,1,628,0,0,9325,12541,0,0,130925432832
1900122,1,729,0,0,8170,11191,0.001,0,123980685312
1900123,1,729,0,0,9281,12621,0,0.004,84891414528
1200124,1,732,0,0,13913,15483,0.001,0,117148303360
1100125,1,31,0,0,10207,15398,0.007,0,89447485440
1600126,1,476,0,0,11100,17926,0.005,0.806,65841836032
1800127,1,388,0,21,10155,16587,0,0,8708206592
1100128,1,341,0,0,11971,16723,0.001,0,12646936576
1800129,1,88,0,0,10848,26162,0.001,0,125742325760
1800130,1,88,0,1,11255,18818,0.041,0,50499690496
1800131,1,628,0,0,8324,16991,0,0,91807891456
1100132,1,31,0,0,14851,19800,0.006,0,122910412800
1600133,1,476,0,2,50193,11838,0.003,0,134332227584
1600134,1,476,0,0,22592,6547,0.012,0,382327398400
1800135,1,628,0,0,6980,17108,0,0,131079417856
1600136,1,476,0,19,14258,9553,0.001,0,107868979200
1100137,1,341,0,0,7212,15591,0,0,124808957952
1700138,1,27,0,0,8888,9299,0,0,8093696
1100139,1,31,0,0,7517,14981,0,0,158729887744
1100140,1,341,0,0,10663,19281,0.001,0,104633425920
1700141,1,27,0,0,6343,12168,0,0,117377388544
1200142,1,172,0,0,28528,13488,0.273,0.558,19802767360
1400143,1,124,0,10,10163,34373,0.001,0,15842435072
1800144,1,628,0,0,10777,20500,0.124,0,80713936896
1100145,1,341,0,0,15099,16105,0,0,102992093184
1100146,1,341,0,1,33121,10300,0.004,0,174424903680
1800147,1,628,0,0,26778,13957,0,0,95197933568
1700148,1,27,0,0,13230,16834,0.004,0,78782533632
1200149,1,732,0,0,30666,6197,0,0,321315217408
1100150,1,31,0,0,10098,11608,0,0,149087543296
1700151,1,27,0,0,10905,18670,0.005,0.004,50525372416
1100152,1,341,0,0,14574,15632,0,0,13117222912
1400153,1,674,0,0,11916,17645,0.001,0,92721197056
1100154,1,31,1,1,18277,24139,0.002,0,4718698496
1900155,1,729,0,0,6404,14171,0,0.007,110350708736
1600156,1,476,0,0,15616,19747,0.124,0,91409588224
1100157,1,31,0,2,10488,8193,0.002,0,157313282048
1600158,1,476,0,0,9554,18229,0.001,0,93934919680
1800159,1,628,0,0,16008,14125,0.001,0,67998748672
1100160,1,341,0,0,8680,23102,0,0,369881276416
1200161,1,732,0,0,9394,11359,0,0,260295086080
1800162,1,88,0,0,16282,23458,0,0,84896387072
1200163,1,172,0,0,15311,18053,0,0,372967690240
1800164,1,628,0,0,14778,16243,0,0,116912701440
1100165,1,341,0,0,56263,16305,0.001,0,123323371520
1700166,1,27,0,0,5610,10781,0,0,145972850688
1000167,1,640,0,0,18069,35657,0,0,43382824960
1000168,1,640,0,0,26589,15946,0,0,86732324864
1100169,1,341,0,0,12167,13904,0.001,0.013,14388084736
1200170,1,732,0,0,12908,12700,0,0,131993337856
1800171,1,88,0,0,16857,29173,0,0,49744809984
1200172,1,172,0,0,16072,16660,0.003,0,81938882560
1400173,1,124,0,0,14060,34543,0,0,103069360128
1700174,1,27,0,0,6139,10642,0,0,135584694272
1800175,1,88,0,0,59346,14245,0.014,0,159886159872
1800176,1,628,0,0,32985,15911,0,0.006,322647076864
1600177,1,476,0,0,21757,6921,0,0,210492387328
1700178,1,27,0,1,6182,12019,0,0,140319264768
1100179,1,31,0,0,13366,17274,0,0,82018545664
1100180,1,341,0,0,8675,8908,0.002,0,170555207680
1600181,1,476,0,19,11388,13186,0,0,154972303360
1600182,1,476,0,0,8603,19020,0,0,153751400448
1800183,1,628,0,1,9701,13795,0,0,316134256640
1100184,1,31,0,0,9530,17501,0.002,0,84732198912
1100185,1,31,0,0,14092,14025,0.005,0,166171910144
1100186,1,31,0,0,8833,14345,0.001,0,135369744384
1900187,1,729,0,0,24382,21354,0,0,373611343872
1600188,1,476,1,0,15908,13976,0.005,0.006,80176930816
1900189,1,729,0,0,15549,8554,0.004,0,151188328448
1800190,1,88,0,0,59528,25531,0.01,0,167844032512
1800191,1,628,0,0,7898,8231,0,0,168701091840
1800192,1,628,0,0,32612,16726,0,0,798971887616
1100193,1,341,0,0,6043,7564,0,0.036,62607638528
1700194,1,27,0,0,16431,15623,0.001,0,165039857664
1100195,1,31,0,0,8441,22628,0.006,0,2731638784
1200196,1,172,0,0,23490,35239,0.007,0.56,102136221696
1200197,1,732,0,1,9868,18786,0.005,0,109997064192
1100198,1,31,0,0,12765,14932,0,0,104179355648
1700199,1,27,0,1,7627,10005,0,0,96603451392
1800200,1,88,0,0,16193,9712,0.001,0,164823543808
1800201,1,628,0,1,7677,16354,0,0.001,13831548928
1100202,1,341,0,0,6816,3579,0,0,170563346432
1800203,1,388,0,21,13645,8329,0.001,0,131352752128
1800204,1,628,0,19,85379,13998,0,0,179710877696
1700205,1,27,0,0,5437,11396,0,0,175963136000
1400206,1,124,0,0,24231,29362,0,0,154603180032
1900207,1,729,0,19,11138,44440,0.005,0,129739272192
1400208,1,124,0,0,15601,16476,0.008,0,58410917888
1600209,1,476,0,0,7577,9050,0.002,0,177353379840
1800210,1,88,0,0,9899,25432,0.001,0.004,122935799808
1200211,1,172,0,2,10968,48540,0.002,0,157921218560
1600212,1,476,0,0,6569,9069,0.001,0,178742493184
1600213,1,476,0,0,18660,11309,0.002,0,141848100864
1800214,1,628,0,0,15200,16575,0,0,143376547840
1600215,1,476,0,0,8917,16865,0,0,132213334016
1000216,1,640,0,6,11550,14256,0,0,385557389312
1700217,1,27,0,0,8913,28524,0.016,0,134863380480
1000218,1,640,0,0,21373,8114,0.001,0.014,406440816640
1400219,1,674,0,0,14203,30392,0.008,0,94930403328
1900220,1,729,0,0,7963,13605,0,0.044,4102602752
1900221,1,729,0,0,14850,13728,0,0,113587019776
1000222,1,640,1,19,43262,17217,0.001,0,184027185152
1400223,1,124,0,0,18431,11715,0.002,0,146008473600
1600224,1,476,0,0,10908,24516,0.001,0,9598963712
1600225,1,476,0,0,14132,10148,0.006,0,120425078784
1200226,1,172,0,0,31136,10213,0.037,0,237306114048
1800227,1,88,0,0,68947,10370,0.01,0,152982458368
1800228,1,628,0,0,4327,10033,0,0,116119015424
1100229,1,31,0,2,12621,12176,0.004,0,100681453568
1400230,1,124,0,0,11730,19900,0.004,0,0
1400231,1,124,0,0,9350,20095,0.004,0.046,44573741056
1200232,1,172,0,20,27888,9788,0.004,0,90254790656
1700233,1,27,0,0,19533,12813,0,0,162624036864
1800234,1,628,0,0,45325,11007,0,0,385557622784
1000235,1,640,0,0,15916,15085,0,0,126263246848
1100236,1,31,0,0,5146,11255,0,0,147545284608
1400237,1,124,0,0,9114,18958,0.023,0.411,100329869312
1800238,1,628,0,0,35045,9661,0.001,0,408143015936
1400239,1,124,0,0,10198,18177,0.007,0.378,78960386048
1400240,1,124,0,0,14765,18039,0.001,0,87191945216
1100241,1,31,0,0,12156,30547,0.001,0,105399230464
1100242,1,341,0,0,10303,16699,0.006,0,115696246784
1900243,1,729,0,3,43942,14314,0.008,0,186260615168
1100244,1,31,0,0,20588,73687,0.001,0,186000437248
1600245,1,476,0,0,8870,15019,0.036,0,106873884672
1800246,1,628,0,0,18780,7801,0.001,0,173491404800
1600247,1,476,0,0,25449,11533,0.01,0,345371017216
1100248,1,31,0,0,15589,17617,0,0,109582942208
1700249,1,27,0,0,50187,14637,0,0,307235049472
1700250,1,27,0,0,10245,37366,0,0,388179877888
1000251,1,640,0,20,10699,13426,0.007,0,90688131072
1600252,1,476,0,0,54284,9440,0.002,0,175525605376
1100253,1,31,0,0,5520,15159,0,0,149933510656
1800254,1,388,0,0,15667,14686,0,0,114595893248
1600255,1,476,0,0,89449,15808,0.002,0,179745853440
1900256,1,729,0,0,35081,12431,0.004,0,170809290752
1200257,1,172,0,0,24177,14216,0.029,0,333647736832
1200258,1,732,0,1,15230,20113,0.001,0.025,64353124352
1100259,1,341,0,0,75102,13956,0,0,831452315648
1400260,1,124,0,0,9449,13446,0.005,0,18514157568
1600261,1,476,0,0,42644,10651,0.157,0,116696760320
1200262,1,732,0,0,8630,9759,0,0,338501591040
1200263,1,732,0,0,9915,14707,0,0,19676864512
1100264,1,341,0,0,7359,11930,0,0,104085737472
1100265,1,31,0,1,13517,22606,0.006,0,129039495168
1700266,1,27,0,0,7156,9521,0,0,139560914944
1400267,1,124,0,0,213206,54044,0.024,0,172301221888
1800268,1,628,0,0,10720,12342,0,0,135515598848
1700269,1,27,0,1,52464,6089,0.001,0,187066130432
1700270,1,27,0,0,6334,10202,0,0,150236082176
1600271,1,476,0,0,9362,28810,0,0,110302355456
1800272,1,628,0,0,12290,17783,0.001,0.614,153582977024
1800273,1,628,0,0,58411,11424,0.008,0,172866940928
1100274,1,341,0,0,5534,11330,0,0,132570554368
1600275,1,476,0,0,9878,18912,0,0,117655937024
1900276,1,729,0,0,15600,12692,0,0,132962553856
1100277,1,341,0,0,12048,13868,0,0.001,42042671104
1600278,1,476,0,0,129558,10058,0.001,0,174979198976
1600279,1,476,0,0,11227,12185,0.015,0,171459649536
1600280,1,476,0,0,129463,7432,0.001,0,178876768256
1800281,1,88,0,0,10148,19987,0,0,127663222784
1600282,1,476,0,2,12410,8237,0.005,0,169387343872
1700283,1,27,0,0,28340,13788,0,0,167565078528
1900284,1,729,0,0,6461,13152,0,0,115328532480
1100285,1,341,0,20,14656,14309,0.004,0,88890523648
1100286,1,31,0,0,14594,14913,0.002,0,96457695232
1600287,1,476,0,21,14573,9227,0,0,375217197056
1800288,1,628,0,1,42823,9877,0,0,189826568192
1700289,1,27,0,0,9397,20129,0,0,95514198016
1200290,1,732,0,0,18502,12789,0.001,0,53355081728
1600291,1,476,2,0,14645,12624,0,0,114382987264
1000292,1,640,0,0,5223,9651,0,0,391271505920
1000293,1,640,0,1,28903,10763,0.003,0,149872934912
1700294,1,27,0,0,7625,10760,0,0,141207437312
1400295,1,124,1,2,14176,16434,0.003,0,162235625472
1200296,1,732,0,1,8664,11747,0.006,0,41058119680
1800297,1,628,0,20,18588,11621,0.004,0,161042460672
1400298,1,124,0,0,8044,18542,0.001,0,89624461312
1600299,1,476,0,0,19516,16420,0.002,0,188666679296
1800300,1,628,0,1,11700,16215,0,0,356389068800
1700301,1,27,0,0,11835,12571,0.99,0,114805358592
1800302,1,628,0,1,10447,57459,0.001,0,149057089536
1100303,1,341,0,0,8389,12837,0,0,144975065088
1800304,1,628,0,0,10976,11941,0.001,0,104600698880
1200305,1,732,0,1,15469,10736,0.006,0,138344845312
1400306,1,124,0,0,14894,29068,0.001,0,66610556928
1000307,1,640,0,0,26736,14046,0,0,65977835520
1400308,1,124,0,0,183715,25814,0.006,0,403214032896
1000309,1,640,0,0,15114,9226,0.001,0,135856570368
1600310,1,476,0,0,14280,24535,0.001,0,127696273408
1000311,1,640,0,0,13217,12009,0.003,0,148893818880
1000312,1,640,0,0,16179,11881,0,0,355283533824
1600313,1,476,0,0,17098,16681,0,0,33649598464
1200314,1,732,0,0,10691,9909,0,0,321601695744
1400315,1,124,0,0,15195,10529,0.006,0,124138127360
1600316,1,476,0,0,11452,16530,0,0,111753592832
1600317,1,476,0,6,14179,15669,0.008,0,151561347072
1800318,1,628,0,0,36070,22909,0,0.001,385194102784
1400319,1,124,0,0,18607,31608,0,0,4145364992
1800320,1,628,0,0,11961,19165,0.004,0,91546746880
1700321,1,27,0,0,9190,15775,0,0,111075979264
1800322,1,628,0,0,6691,14970,0,0,125298802688
1100323,1,31,0,0,5478,6188,0.001,0,180677484544
1800324,1,88,0,0,65202,17344,0,0,0
1100325,1,31,0,0,15097,14428,0,0,103947538432
1800326,1,628,0,0,5009,12018,0,0.022,147006320640
1700327,1,27,0,0,6315,14829,0,0,132727861248
1700328,1,27,0,0,17633,17335,0,0,63546273792
1200329,1,732,0,0,14492,9217,0.03,0,160075681792
1600330,1,476,0,0,99762,33360,0,0,181960704000
1100331,1,31,0,0,11649,15466,0,0,148464566272
1000332,1,640,0,0,16504,14005,0.031,0.538,448246382592
1200333,1,172,0,0,14970,15196,0.001,0,45003976704
1600334,1,476,0,0,182968,7158,0.005,0,181963198464
1100335,1,31,0,0,7703,12440,0,0,152590471168
1100336,1,341,0,1,9033,30666,0.004,0.011,32899719168
1000337,1,640,0,0,8411,27856,0.002,0,116022358016
1800338,1,388,0,3,16754,12830,0.003,0,145758543872
1200339,1,172,0,4,12511,18996,0.005,0,75078803456
1600340,1,476,0,0,43441,10485,0.002,0,173410635776
1400341,1,124,0,20,15031,11687,0.005,0,170584670208
1000342,1,640,0,10,22646,14203,0,0,382675931136
1200343,1,732,0,1,8659,23070,0,0,115336613888
1600344,1,476,0,0,15357,15846,0.001,0,113504477184
1100345,1,31,0,1,10215,22524,0.009,0.055,78824411136
1900346,1,729,0,0,14156,16633,0,0,102400917504
1600347,1,476,0,19,11351,11792,0.002,0,27564199936
1800348,1,88,0,0,13951,16168,0,0,115923484672
1600349,1,476,0,0,15984,22715,0,0,93820387328
1200350,1,172,0,0,9491,23014,0.005,0.228,57183694848
1800351,1,88,0,0,8789,19160,0.002,0,8614023168
1600352,1,476,0,0,172095,13747,0.002,0.079,173629665280
1600353,1,476,0,0,25971,29147,0,0,63848513536
1600354,1,476,0,0,11361,16560,0.003,0,105515536384
1700355,1,27,0,0,8616,15493,0,0,144715579392
1400356,1,124,0,0,8803,21794,0.003,0,81711767552
1000357,1,640,0,0,10591,19158,0.003,0,97985409024
1200358,1,172,0,0,15026,22897,0,0,815890432
1100359,1,341,0,0,49420,21593,0,0,794907844608
1600360,1,476,0,0,9881,25011,0,0,111706873856
1600361,1,476,0,2,13966,26181,0.002,0,139292966912
1600362,1,476,0,0,20773,8568,0.001,0,190678597632
1800363,1,388,0,0,10281,20799,0.01,0,89483468800
1200364,1,732,0,0,15766,22888,0,0,108143169536
1100365,1,341,0,0,7368,9849,0,0,145966321664
1400366,1,124,0,0,14985,192354,0.001,0.004,11454115840
1800367,1,88,0,0,17792,12775,0.021,0,155943407616
1700368,1,27,0,0,7560,10539,0,0,58718806016
1000369,1,640,0,1,9806,19061,0.001,0.007,99673714688
1800370,1,628,0,0,12435,18437,0.001,0.114,102926766080
1100371,1,31,0,0,9480,17137,0,0,144790102016
1100372,1,31,0,0,9153,10123,0,0,164230991872
1100373,1,31,0,0,15794,7946,0.003,0,145817968640
1200374,1,732,0,0,16128,9991,0.001,0,140206043136
1100375,1,31,0,20,18044,8595,0.008,0,157338849280
1900376,1,729,0,0,8113,9459,0,0,160090488832
1700377,1,27,0,0,8811,17323,0,0,133579202560
1400378,1,124,0,0,11932,129969,0,0,148285599744
1900379,1,729,0,0,18291,10389,0.006,0,182405775360
1200380,1,732,0,0,17499,23975,0.001,0,130539872256
1800381,1,388,1,0,20400,9600,0.001,0,107402461184
1600382,1,476,0,0,18182,32181,0,0,155303047168
1000383,1,640,0,19,14690,9452,0,0,139659456512
1000384,1,640,0,0,19071,14638,0.005,0,147868307456
1700385,1,27,0,0,9271,13811,0,0,317136297984
1800386,1,628,0,0,14327,12352,0,0,112935849984
1700387,1,27,0,2,23759,11243,0.006,0,178577932288
1100388,1,31,0,0,13630,22447,0.008,0,124168261632
1700389,1,27,0,0,7658,16503,0.001,0,162334302208
1400390,1,124,0,0,13413,19305,0.006,0,112063496192
1800391,1,628,0,0,41944,20293,0,0.035,829714132992
1000392,1,640,0,0,30124,20223,0.009,0.022,41697579008
1700393,1,27,0,0,17174,15602,0,0.873,112300437504
1700394,1,27,0,0,8591,14412,0,0,222517039104
1700395,1,27,0,0,16036,8804,0.003,0,163532103680
1800396,1,88,0,0,15517,13320,0.002,0.052,152784646144
1800397,1,388,0,20,16318,8429,0.001,0,101336707072
1000398,1,640,0,0,24412,28962,0.002,0,84251385856
1900399,1,729,0,0,16389,7947,0.009,0,63469789184
1400400,1,124,0,1,13522,13973,0.002,0,332806537216
1100401,1,31,0,0,16601,13001,0,0,96725671936
1800402,1,388,0,0,12403,25224,0.004,0,149258100736
1200403,1,172,0,0,12838,10743,0.001,0,146700488704
1800404,1,628,0,0,26616,14130,0,0,105135931392
1400405,1,124,0,0,15230,18797,0.002,0,75958927360
1100406,1,341,0,0,10977,15736,0,0,143564800
1100407,1,31,1,2,15917,13875,0.006,0,141095653376
1900408,1,729,0,0,14173,13125,0,0,130355654656
1700409,1,27,0,0,16358,8674,0.005,0,125298515968
1100410,1,31,0,0,9624,14612,0,0,118019624960
1800411,1,388,0,0,12981,14775,0,0,102405414912
1800412,1,628,0,0,8469,13648,0,0,106380918784
1700413,1,27,0,0,5479,13341,0,0,87663312896
1600414,1,476,0,0,30429,43085,0.002,0,46378983424
1900415,1,729,0,0,9168,14465,0,0,126872641536
1900416,1,729,0,0,8412,14897,0.002,0.387,1063759872
1900417,1,729,0,0,15275,18108,0,0,110362796032
1000418,1,640,0,0,8992,17821,0.003,0.158,116056104960
1000419,1,640,0,0,14865,8919,0.001,0,115641888768
1400420,1,124,0,0,9437,22579,0.008,0,117633417216
1700421,1,27,0,0,11429,9721,0,0,148459610112
1200422,1,732,0,0,8783,23374,0.003,0.291,84932767744
1800423,1,628,0,0,17306,12373,0,0,151656845312
1800424,1,628,0,0,14752,10582,0,0,149146546176
1700425,1,27,0,0,15239,10089,0,0,0
1100426,1,31,0,0,8326,14993,0.003,0,93043412992
1100427,1,341,0,0,7344,12746,0,0.002,65660370944
1100428,1,31,0,1,11323,7946,0.004,0,170473230336
1100429,1,341,0,0,15392,20724,0.001,0,129638924288
1000430,1,640,0,1,8595,19623,0.007,0,135888056320
1100431,1,31,0,1,15921,10158,0.008,0,153889308672
1100432,1,341,0,0,8297,14936,0,0,146190393344
1200433,1,172,0,0,16460,19230,0.001,0,68136202240
1400434,1,124,0,2,30851,12549,0.003,0,185867231232
1100435,1,31,0,0,11646,11376,0,0,133970350080
1700436,1,27,0,0,6628,14555,0,0,149835890688
1800437,1,628,0,0,8768,10379,0,0.21,70852915200
1100438,1,31,0,0,17624,17454,0.005,0,52215767040
1100439,1,31,0,0,5602,13777,0,0,144546840576
1800440,1,388,0,0,15272,15395,0,0,118150393856
1800441,1,628,0,0,20909,11883,0.001,0,170803204096
1700442,1,27,0,0,6790,13207,0,0,137474068480
1200443,1,172,1,1,31264,9370,0,0.111,133313515520
1400444,1,124,0,0,10257,16306,0,0,120007016448
1200445,1,732,0,0,6804,13254,0,0.008,107573460992
1600446,1,476,0,0,138753,11221,0,0,59246813184
1100447,1,341,0,0,15865,23602,0,0,103425667072
1400448,1,124,0,1,17246,10614,0.022,0,142617210880
1700449,1,27,0,0,6390,14588,0,0,139020095488
1100450,1,31,0,0,8791,15589,0.005,0,77010182144
1700451,1,27,0,1,10457,16229,0.001,0,731987968
1400452,1,124,0,0,13972,8660,0,0,136624279552
1100453,1,341,0,0,8232,8894,0,0,133651259392
1400454,1,124,0,0,13105,16578,0.011,0,89141149696
1800455,1,628,0,0,35402,47281,0,0.048,119651680256
1400456,1,674,0,0,8831,96380,0.002,0,118602289152
1700457,1,27,0,0,9019,10283,0,0,137230393344
1800458,1,628,0,0,10691,15872,0,0.002,93623996416
1600459,1,476,0,21,13763,13454,0.013,0,162466455552
1100460,1,31,0,0,13354,19865,0.003,0,140078792704
1600461,1,476,0,0,9394,14496,0,0,140919300096
1700462,1,27,0,0,21960,7420,0.001,0,182470455296
1700463,1,27,0,0,13609,10301,0.005,0,41016360960
1700464,1,27,0,0,6059,10149,0,0,126241480704
1900465,1,729,0,0,33709,16315,0,0.07,131544182784
1600466,1,476,0,0,8444,19877,0.001,0,112901300224
1100467,1,341,0,0,9588,10082,0,0,157853396992
1600468,1,476,0,0,9616,10348,0,0,139626008576
1100469,1,341,0,0,9062,6210,0,0,481308672
1700470,1,27,0,0,9403,8226,0,0,137096192000
1100471,1,31,0,0,7797,13538,0,0.026,56634281984
1100472,1,341,0,0,10614,11638,0,0,144089407488
1700473,1,27,0,2,8323,7110,0.001,0,203382726656
1200474,1,732,0,0,15764,24827,0.001,0,11578208256
1700475,1,27,0,0,45579,38774,0,0,829472006144
1000476,1,640,0,0,22861,29836,0.001,0,24661184512
1700477,1,27,0,0,7981,14336,0,0,137929314304
1200478,1,732,0,0,44187,22158,0,0.003,156769488896
1200479,1,172,1,1,13051,10988,0.005,0,179411341312
1800480,1,388,0,0,6886,16127,0,0.347,87542030336
1400481,1,124,0,0,14319,12805,0,0,115361812480
1800482,1,628,0,0,6494,14722,0,0,127087788032
1800483,1,628,0,0,13043,10930,0.007,0,171085434880
1100484,1,31,0,0,15595,18780,0.004,0,44386865152
1400485,1,124,0,0,13557,9868,0.004,0,93954887680
1400486,1,124,0,0,11128,17730,0,0,713388032
1400487,1,674,0,0,32329,200931,0.019,0,150201999360
1700488,1,27,0,0,17704,21552,0,0,9674129408
